Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Reactions of gene
EG10169	b2313	2430275	2430763	EG10169-MONOMER	
EG12957	b2388	2508461	2509426	GLUCOKIN-MONOMER	GLUCOKIN-RXN // GLUCOSAMINE-KINASE-RXN
EG10143	b1735	1818605	1819447	EG10143-MONOMER	
EG12494	b4194	4421393	4421698	YJFT-MONOMER	RXN0-2461
G7321	b2513	2638663	2639283	G7321-MONOMER	
EG11726	b3716	3897506	3897973	EG11726-MONOMER	
EG11510	b2501	2623044	2625110	PPK-MONOMER	POLYPHOSPHATE-KINASE-RXN
EG11629	b0854	893784	894896	POTF-MONOMER	ABC-25-RXN
G6485	b0943	1003439	1003954	G6485-MONOMER	
G0-17024	b4778	1961837	1961881	MONOMER0-4490	
G6889	b1649	1726023	1726622	G6889-MONOMER	
EG10759	b1702	1784734	1787112	PEPSYNTH-MONOMER	PEPSYNTH-RXN
EG10737	b1158	1209685	1210239	EG10737-MONOMER	RXN0-5100
EG10027	b2296	2413470	2414672	ACETATEKINA-MONOMER	ACETATEKIN-RXN // PROPKIN-RXN
G0-10631	b4665	3056890	3056949	MONOMER0-2857	
EG11599	b1532	1619989	1620207	EG11599-MONOMER	
EG10913	b3307	3446579	3446884	EG10913-MONOMER	
EG11505	b1842	1925108	1925338	EG11505-MONOMER	
G0-9581	b4413	16952	17010	RNA0-141	
G6602	b1162	1213328	1214059	G6602-MONOMER	
G0-10594	b4602	1737456	1737545	MONOMER0-2822	RXN0-5266 // RXN-19778 // RXN-19777
EG10119	b0777	811522	812277	EG10119-MONOMER	RXN-11475
G6620	b1191	1240335	1242071	YCGO-MONOMER	
G7417	b2736	2861430	2862338	G7417-MONOMER	
G6692	b4570			G6692-MONOMER	
G7137	b2105	2185524	2185796	G7137-MONOMER	
G0-16680	b4718	3658992	3659082	RNA0-392	
EG11614	b4112	4332181	4333272	PHOSPHO-BASS // BASS-MONOMER	2.7.13.3-RXN // RXN0-7339
EG10423	b2231	2336793	2339420	EG10423-MONOMER	5.99.1.3-RXN
EG11590	b3990	4190735	4191868	THIH-MONOMER	RXN-11319
G6288	b4572	548357	549616	G6288-MONOMER	OXAMATE-CARBAMOYLTRANSFERASE-RXN
G6410	b0793	826119	827252	YBHS-MONOMER	TRANS-RXN-366
G6895	b1667	1746700	1747005	G6895-MONOMER	
G0-8872	b4451	3580922	3581016	SRAI-RNA	
EG10616	b3600	3774424	3775572	MANNPDEHYDROG-MONOMER	MANNPDEHYDROG-RXN
G0-8785	b4408	2924156	2924524	CSRB-RNA	
G6801	b1514	1603019	1604047	YDEY-MONOMER	TRANS-RXN0-454
G6110	b0226	246242	246502	G6110-MONOMER	
EG11354	b2685	2811427	2812599	EG11354-MONOMER	TRANS-RXN-365 // TRANS-RXN-364 // TRANS-RXN-363
EG10335	b0172	192872	193429	EG10335-MONOMER	
EG10235	b3702	3882326	3883729	PD03831	
G0-16719	b4692	1204170	1204403	G0-16719-MONOMER	
G7617	b3103	3252304	3252669	G7617-MONOMER	
G7530	b2954	3096681	3097274	G7530-MONOMER	RXN0-6382 // RXN0-1602 // RXN0-1603
EG12732	b3089	3239944	3241188	YGJU-MONOMER	RXN0-4083 // RXN-22449
G7204	b2333	2450051	2450590	G7204-MONOMER	
G7541	b4466	3114550	3119112	G7541-MONOMER	
EG11552	b2713	2837578	2838105	EG11552-MONOMER	
EG10704	b0418	436589	437107	PGPPHOSPHAA-MONOMER	PGPPHOSPHA-RXN
G6415	b0806	841796	842056	G6415-MONOMER	
G7243	b2380	2498671	2500368	MONOMER0-4287 // G7243-MONOMER	2.7.13.3-RXN
G7101	b2056	2129661	2130878	G7101-MONOMER	RXN-22213
EG10835	b2784	2911417	2913651	RELA-MONOMER	GDPPYPHOSKIN-RXN // GTPPYPHOSKIN-RXN
EG10108	b2480	2600478	2600948	EG10108-MONOMER	1.11.1.15-RXN // RXN-19953 // RXN-19954 // RXN0-5468
EG10209	b3809	3994762	3995586	DIAMINOPIMEPIM-MONOMER	DIAMINOPIMEPIM-RXN
G7664	b3199	3342836	3343411	G7664-MONOMER	TRANS-RXN-237 // TRANS-RXN0-638
EG11072	b2509	2634232	2635602	EG11072-MONOMER	3.1.11.6-RXN // RXN-24399
G6261	b0485	511641	512573	G6261-MONOMER	GLUTAMIN-RXN
EG12104	b2173	2267829	2268815	EG12104-MONOMER	RXN0-5462
G0-17037	b4791	3640612	3640686	MONOMER0-4503	
G7513	b2900	3043312	3043623	G7513-MONOMER	RXN-21270
G7736	b3392	3520615	3521019	G7736-MONOMER	
G0-10703		3367613	3367770		
EG10094	b0930	987585	988985	ASNS-MONOMER	ASPARAGINE--TRNA-LIGASE-RXN // RXN-21104 // RXN-23908
G6687	b1364	1425178	1425459		
G0-16697		4326005	4326081	RNA0-396	
EG10507	b0537	564815	565978	EG10507-MONOMER	
G6607	b1167	1216748	1216996	G6607-MONOMER	
G0-17017	b4771	1298514	1298567	MONOMER0-4483	
EG10347	b0095	105305	106456	EG10347-MONOMER	
EG11885	b1048	1109335	1110870	EG11885-MONOMER	
G0-10677	b4699	1409129	1409250	RNA0-349	
EG10098	b3734	3918316	3919857	ATPA-MONOMER	ATPSYN-RXN // RXN0-7041
EG10200	b3934	4123431	4124456	PD04028	
G7096	b2045	2117124	2118404	G7096-MONOMER	RXN-22214
EG10476	b2723	2847415	2849241	HYCC-MONOMER	FHLMULTI-RXN // RXN0-3281 // HYDROG-RXN
EG11018	b1421	1492470	1494110	TRG-MONOMER	
EG10647	b1467	1537309	1538853	NARY-MONOMER	RXN0-3501 // RXN-15119
EG12173	b3334	3465082	3465543	EG12173-MONOMER	TRANS-RXN-510
EG12343	b4391	4628855	4630522	YJJK-MONOMER	
EG10995	b0452	474301	475161	THIOESTERII-MONOMER	RXN-9628 // PALMITOYL-COA-HYDROLASE-RXN // ACYL-COA-HYDROLASE-RXN // RXN-14251 // RXN-14255 // RXN0-5390
G6364	b0661	693531	694955	G6364-MONOMER	RXN0-5063
G7147	b2175	2269979	2270545	G7147-MONOMER	RXN0-3461 // RXN0-5407 // RXN-16664
EG10413	b3779	3962745	3964229	PPPGPPHYDRO-MONOMER	PPPGPPHYDRO-RXN
G0-10616	b4655	4506448	4506573	MONOMER0-2840	
EG11441	b3498	3643140	3645182	EG11441-MONOMER	3.4.24.70-RXN
G6146	b0275	291071	291346	MONOMER0-4227	
G7564	b3011	3155355	3156518	G7564-MONOMER	RXN0-4281 // RXN-15744 // RXN0-5141 // RXN-8772 // RXN-15743 // RXN-8773 // ALCOHOL-DEHYDROGENASE-NADPORNOP+-RXN // RXN-14023 // RXN0-6487 // RXN0-7154
G7575	b3025	3169828	3170487	MONOMER0-2741 // G7575-MONOMER	
G7357	b2618	2754008	2754298	G7357-MONOMER	
EG11310	b1407	1475144	1477450	EG11310-MONOMER	
EG11958	b4086	4308489	4309469	YJCV-MONOMER	ABC-42-RXN
G7860	b4198	4423700	4424386	G7860-MONOMER	RIBULPEPIM-RXN
EG11662	b1931	2009821	2010489	EG11662-MONOMER	RXN-21016
G0-10701		3067187	3067344	RNA0-363	
EG11390	b3495	3640111	3640545	EG11390-MONOMER	
G6371	b0682	709790	710116	G6371-MONOMER	
G7468	b2848	2989304	2989786	G7468-MONOMER	
EG10237	b4361	4600238	4600975	EG10237-MONOMER	
G14					
G7520	b4465	3076179	3077456	G7520-MONOMER	
G0-10584	b4588	572368	572469	MONOMER0-2813	
G7071	b1987	2059964	2060914	G7071-MONOMER	
G7883	b4252	4474862	4475314	G7883-MONOMER	
EG31115	b1574	1649382	1649434	DICF-RNA	
EG10769	b0386	404835	405644	PYRROLINECARBREDUCT-MONOMER	PYRROLINECARBREDUCT-RXN
G7435	b2769	2894919	2895779	G7435-MONOMER	
EG10621	b0085	93166	94653	UDP-NACMURALGLDAPLIG-MONOMER	UDP-NACMURALGLDAPLIG-RXN
G7241	b2378	2495645	2496565	PALMITOTRANS-MONOMER	PALMITOTRANS-RXN
EG10494	b3671	3851096	3852784	LARGEILVB-MONOMER	ACETOOHBUTSYN-RXN // ACETOLACTSYN-RXN
EG11506	b3178	3325001	3326935	EG11506-MONOMER	RXN-21299
G6680	b1356	1419765	1420241	G6680-MONOMER	
G6816	b1542	1629453	1630913	G6816-MONOMER	
EG10185	b2750	2873387	2873992	ADENYLYLSULFKIN-MONOMER	ADENYLYLSULFKIN-RXN
G7244	b2381	2500383	2501117	MONOMER0-4288 // G7244-MONOMER	
EG10023	b4014	4215478	4217079	MALATE-SYNTHASE	MALSYN-RXN
EG12288	b3584	3751128	3751868	EG12288-MONOMER	
G6393	b0752	783882	784823	B0752-MONOMER	TRANS-RXN0-200
EG10885	b2185	2282517	2282801	EG10885-MONOMER	
EG12125	b2308	2425230	2425916	HISQ-MONOMER	ABC-14-RXN // ABC-37-RXN // ABC-4-RXN // ABC-3-RXN
EG10513	b0698	727059	728732	EG10513-MONOMER	TRANS-RXN-2
G6870	b1626	1705250	1705690	G6870-MONOMER	
EG10706	b1912	1992269	1992817	PHOSPHAGLYPSYN-MONOMER	PHOSPHAGLYPSYN-RXN
G6195	b0330	346857	348443	G6195-MONOMER	
EG12002	b2121	2207967	2209103	EG12002-MONOMER	
G7010	b1837	1922121	1922312	G7010-MONOMER	
G7472	b2852	2992094	2993470	G7472-MONOMER	
G6748	b1437	1509250	1509447		
EG10192	b2414	2532409	2533380	ACSERLYA-MONOMER	ACSERLY-RXN // LCYSDESULF-RXN // RXN-15129
G7679	b3227	3374869	3376236	YHCL-MONOMER	
G0-10451	b4532	1509286	1509462	MONOMER0-2673	RXN0-5509
EG10855	b0641	671605	672186	EG10855-MONOMER	TRANS-RXN-237 // TRANS-RXN0-638
G6948	b1753	1835515	1836063	G6948-MONOMER	
EG11955	b4083	4304612	4306597	EG11955-MONOMER	RXN-15761
G6880	b1640	1718493	1719602	G6880-MONOMER	RXN0-4621
G6858	b1600	1673136	1673501	B1600-MONOMER	TRANS-RXN0-266 // TRANS-RXN-350
EG11247	b2785	2913699	2915000	EG11247-MONOMER	RXN-11601
EG10516	b0695	721730	724414	KDPD-MONOMER	2.7.13.3-RXN // RXN-24864
EG50011	b3177	3324063	3324911	H2PTEROATESYNTH-MONOMER	H2PTEROATESYNTH-RXN
G7929	b4332	4561497	4562675	G7929-MONOMER	
EG12394	b1778	1862016	1862429	EG12394-MONOMER	1.8.4.12-RXN // 1.8.4.14-RXN
EG10145	b4400	4638178	4639530	EG10145-MONOMER	
G6091	b0165	184987	185118		
EG11058	b2580	2716754	2717443	EG11058-MONOMER	RXN0-2584
G6297	b0541	567138	568004	MONOMER0-4442	
G7913	b4300	4526106	4526888	G7913-MONOMER	
G7121	b2084	2167735	2168001		
EG12293	b3589	3756676	3757827	EG12293-MONOMER	RXN-14249 // THREODEHYD-RXN
EG11883	b1429	1500573	1501565	TEHA-MONOMER	TRANS-RXN0-539
G7484	b2865	2999136	2999891	G7484-MONOMER	
G7369	b2634	2769703	2770404	G7369-MONOMER	
EG10763	b3935	4124612	4126810	EG10763-MONOMER	
EG12354	b0191	214833	215255	EG12354-MONOMER	AMINOCYL-TRNA-HYDROLASE-RXN
G0-16700	b4758	4263139	4263249	RNA0-400	
EG12861	b1915	1995818	1996042	EG12861-MONOMER	
G0-10592	b4597	1491442	1491506	RNA0-328	
EG11012	b1252	1311089	1311808	EG11012-MONOMER	RXN0-1565 // TRANS-RXN0-283 // TRANS-RXN-1592 // RXN0-1682 // RXN0-1701 // RXN0-1684 // RXN0-1702 // TRANS-RXN-1598 // TRANS-RXN0-629
EG11456	b3791	3975146	3976276	RFFTRANS-MONOMER	RFFTRANS-RXN
G6899	b1671	1750345	1751013	G6899-MONOMER	
EG12330	b0147	161501	162031	EG12330-MONOMER	RXN-15952 // RXN0-5062
G6122	b0247	264256	264732	G6122-MONOMER	
G0-17102	b4827	2001912	2002106	RNA0-420	
G7203	b2332	2449228	2450049	G7203-MONOMER	
EG12282	b3578	3744804	3746081	EG12282-MONOMER	TRANS-RXN0-235
G6924	b1706	1789808	1791244	G6924-MONOMER	RXN0-7371
EG10827	b1350	1414786	1417386	EG10827-MONOMER	RXN0-5039
EG12399	b1198	1247696	1249114	EG12399-MONOMER	2.7.1.121-RXN // RXN-21080 // RXN0-7169
G7482	b2862	2997689	2997988	G7482-MONOMER	
G6414	b0805	839249	841531	G6414-MONOMER	TRANS-RXN-1598
EG30100	b2621	2755593	2755955	SSRA-RNA	
EG11047	b3453	3591009	3592325	UGPB-MONOMER	ABC-34-RXN // TRANS-RXN0-573
EG10502	b3670	3850802	3851092	SMALLILVN-MONOMER	ACETOOHBUTSYN-RXN // ACETOLACTSYN-RXN
G7433	b2767	2893919	2894179	G7433-MONOMER	
G7326	b2531	2661643	2662131	G7326-MONOMER	
EG11433	b4219	4441538	4442176	EG11433-MONOMER	RXN-8668 // 1.8.4.13-RXN
G6590	b1146	1203024	1203224	G6590-MONOMER	
M004	b3386	3514382	3515059	RIBULP3EPIM-MONOMER	RIBULP3EPIM-RXN
EG11392	b1186	1233176	1234717	NHAB-MONOMER	TRANS-RXN-130
G7232	b2363	2475873	2476178	G7232-MONOMER	
EG10989	b3118	3266127	3267065	PD00268	
G0-8892	b4599	1622646	1622741	MONOMER0-766	
EG11544	b3512	3658366	3658893	EG11544-MONOMER	
G6339	b0613	646631	647509	G6339-MONOMER	2.7.8.25-RXN
G7953	b4379	4614680	4615543	G7953-MONOMER	
G7585	b3046			G7585-MONOMER	
EG11515	b3215	3362112	3362786	EG11515-MONOMER	
EG10191	b2764	2890099	2891898	ALPHACOMP-MONOMER	SULFITE-REDUCT-RXN // NADPH-DEHYDROGENASE-FLAVIN-RXN
EG10128	b1709	1792809	1793558	BTUD-MONOMER	ABC-5-RXN // TRANS-RXN-296
G0-8901	b4427	1437121	1437231	TKE8-RNA	
EG10586	b2114	2194300	2196333	METG-MONOMER	RXN-23924 // RXN-23922 // RXN-23923 // RXN-16165 // RXN-23916 // METHIONINE--TRNA-LIGASE-RXN // RXN-23891 // RXN-23917
EG10545	b0181	202560	203348	UDPNACETYLGLUCOSAMACYLTRANS-MONOMER	UDPNACETYLGLUCOSAMACYLTRANS-RXN
EG50005	b0578	604771	605424	DIHYDROPTERIREDUCT-MONOMER	R303-RXN // RXN-13853 // NADH-DEHYDROGENASE-QUINONE-RXN // RXN0-7385 // RXN0-7386 // 1.5.1.34-RXN
G6129	b0254	269289	270182	G6129-MONOMER	
EG10899	b3649	3822106	3822381	EG10899-MONOMER	
EG12393	b3063	3208024	3209487	YGJE-MONOMER	TRANS-RXN-127
EG12692	b0599	632389	633477	EG12692-MONOMER	
EG11517	b3925	4114569	4115579	EG11517-MONOMER	F16BDEPHOS-RXN
G6697	b1374	1433084	1433674	G6697-MONOMER	
EG12176	b4135	4362733	4363308	EG12176-MONOMER	
EG10724	b4093	4315104	4315538	EG10724-MONOMER	RXN0-7014 // RXN-17960 // RXN-17962 // RXN-17961 // RXN0-7160
EG12028	b2160	2251700	2252788	EG12028-MONOMER	
G6512	b0991	1051847	1052077	G6512-MONOMER	
EG10045	b1767	1850860	1851876	ANSA-MONOMER	ASPARAGHYD-RXN
G7655	b3173	3319988	3321613	G7655-MONOMER	
EG11739	b0569	590941	593178	EG11739-MONOMER	
G6096	b0188	212331	213629	G6096-MONOMER	RXN-1961
EG12114	b4375	4609414	4611003	EG12114-MONOMER	
EG10959	b2938	3083935	3085911	ARGDECARBOXBIO-MONOMER	ARGDECARBOX-RXN
G6991	b1807	1890572	1891267	G6991-MONOMER	RXN-14570 // RXN0-5522
EG10760	b1830	1912768	1914816	EG10760-MONOMER	3.4.21.102-RXN
G7579	b3032	3176006	3176833	G7579-MONOMER	RXN0-5038
EG12147	b3206	3347966	3348238	MONOMER0-4292 // EG12147-MONOMER	
G7457	b2813	2946081	2947178	G7457-MONOMER	RXN-17391
EG10730	b4399	4636696	4638120	CREC-MONOMER	2.7.13.3-RXN
EG11980	b2037	2108337	2109584	RFBX-MONOMER	
EG10740	b4041	4254043	4256466	GLYCEROL-3-P-ACYLTRANSFER-MONOMER	RXN-10462 // RXN-17018 // RXN-17017 // RXN-17016 // RXN-1381
EG10310	b4316	4544304	4545029	EG10310-MONOMER	
G0-16716	b4630	313716	313805	G0-16716-MONOMER	
G0-10435	b4509	573730	573870	MONOMER0-2657	
EG12207	b1822	1906251	1907060	EG12207-MONOMER	RXN-11573
EG10384	b2553	2687070	2687408	URIDYLYL-PII // PROTEIN-PII	
G7217	b2347	2465301	2466233	G7217-MONOMER	
G7277	b2447	2562524	2563117	G7277-MONOMER	
G0-9606	b4422	1269858	1269923	RNA0-162	
G7319	b2511	2635884	2637356	G7319-MONOMER	RXN0-5462
G6198	b0333	350012	351181	G6198-MONOMER	2-METHYLCITRATE-SYNTHASE-RXN
G7077	b1997	2069815	2070180	MONOMER0-4251	
G0-8908		2653515	2653723		
EG11396	b3843	4024988	4026481	EG11396-MONOMER	3-OCTAPRENYL-4-OHBENZOATE-DECARBOX-RXN
G7802	b3808	3993850	3994335	G7802-MONOMER	
G6751	b1440	1511654	1512799	YDCS-MONOMER	RXN1-42
G0-17035	b4789	3573679	3573708	MONOMER0-4501	
G0-10655	b4682	2905557	2905697	MONOMER0-2882	
G6864	b1608	1682159	1682878	PHOSPHO-RSTA // RSTA-MONOMER	
G6679	b1355	1419322	1419456	G6679-MONOMER	
EG11868	b3904	4095979	4097448	RHAMNULOKIN-MONOMER	RHAMNULOKIN-RXN
EG10630	b0750	782085	783128	QUINOLINATE-SYNTHA-MONOMER	QUINOLINATE-SYNTHA-RXN
EG10281	b1187	1234938	1235657	PD01520	
G7036	b1906	1989251	1989490	G7036-MONOMER	
EG10373	b0018	16751	16960	EG10373-MONOMER	
EG12329	b0148	162105	164534	EG12329-MONOMER	
EG12610	b0056	58474	59124	EG12610-MONOMER	
EG11228	b1475	1550461	1551345	FDNH-MONOMER	FORMATEDEHYDROG-RXN
EG30008	b3853	4037260	4037335	charged-alaT-tRNA // alaT-tRNA	
G7389	b4462	2786397	2788649	G7389-MONOMER	
G0-10437	b4511	613942	614160	MONOMER0-2659	
G7894	b4272	4498272	4498637	MONOMER0-4254	
EG10921	b1905	1988716	1989213	EG10921-MONOMER	RXN-15294 // RXN-15292 // RXN-15293
EG11570	b0055	57364	58179	EG11570-MONOMER	
EG12402	b1217	1272119	1272349	EG12402-MONOMER	
EG10124	b3551	3714061	3716394	EG10124-MONOMER	1.8.4.13-RXN // RXN0-6277
G6436	b0836	878248	878631	G6436-MONOMER	
G0-17125	b4844	2911051	2911450	RNA0-440	
G6265	b0489	514856	515773	G6265-MONOMER	
G7447	b2789	2920748	2922100	B2789-MONOMER	TRANS-RXN0-204 // TRANS-RXN0-203 // TRANS-RXN0-523
G6116	b0232	252005	252298	G6116-MONOMER	
EG10266	b3265	3413864	3415021	EG10266-MONOMER	TRANS-RXN-352 // TRANS-RXN-367 // TRANS-RXN-354 // TRANS-RXN-355
G7654	b3160	3303448	3304455	G7654-MONOMER	
G6902	b1674	1753851	1754477	G6902-MONOMER	
G7687	b3242	3389134	3389337	G7687-MONOMER	
EG11871	b3385	3513631	3514389	GPH-MONOMER	GPH-RXN
EG10389	b0809	845741	846463	GLNQ-MONOMER	ABC-12-RXN
G7622	b4470	3255341	3256651	G7622-MONOMER	LCYSDESULF-RXN // RXN-15129
EG12432	b1694	1775587	1777182	EG12432-MONOMER	ACETOACETYL-COA-TRANSFER-RXN // RXN-25375
EG10161	b2049	2123084	2124520	MANNPGUANYLTRANGDP-MONOMER	2.7.7.13-RXN
EG11573	b0067	72911	74521	SFUB-MONOMER	ABC-32-RXN
G0-16635		2470472	2470665	RNA0-387	
EG10105	b3735	3919870	3920403	ATPH-MONOMER	ATPSYN-RXN // RXN0-7041
G7626	b3113	3259721	3260110	G7626-MONOMER	
EG10801	b1014	1074920	1078882	PUTA-MONOMER	RXN0-7008 // RXN-14116
EG12297	b3613	3786838	3788097	EG12297-MONOMER	
EG11183	b3388	3516020	3517306	EG11183-MONOMER	
EG12933	b3410	3542728	3542964	EG12933-MONOMER	
EG10044	b1739	1821918	1822256	EG10044-MONOMER	
EG10242	b3701	3881221	3882321	EG10242-MONOMER	RXN0-7444
EG11799	b2996	3144154	3145140	HYBA-MONOMER	RXN0-7399
EG10065	b3958	4155001	4156005	N-ACETYLGLUTPREDUCT-MONOMER	N-ACETYLGLUTPREDUCT-RXN
EG12713	b1473	1546288	1547169	EG12713-MONOMER	RXN0-1924 // TRANS-RXN0-514 // RXN66-448 // TRANS-RXN0-569 // RXN0-1923 // TRANS-RXN-267 // TRANS-RXN0-269 // TRANS-RXN0-537 // TRANS-RXN0-418 // RXN-23966 // TRANS-RXN-325 // TRANS-RXN0-265
EG12116	b0464	485761	486408	EG12116-MONOMER	
EG11292	b3003	3149662	3150546	EG11292-MONOMER	RXN0-7119
G0-10624		3720680	3722049	MONOMER0-2851	
G7179	b2272	2386934	2387437	G7179-MONOMER	
EG30110	b2401	2520931	2521006	valU-tRNA	
G7878	b4247	4472513	4472845		
G6408	b0791	824630	825040	G6408-MONOMER	
EG30081	b4009	4210043	4212946	RRLE-RRNA	
G6221	b0370	389897	390115		
EG12395	b0735	774309	774602	EG12395-MONOMER	
EG10520	b3633	3808540	3809817	KDOTRANS-MONOMER	KDOTRANS2-RXN // KDOTRANS-RXN
EG11063	b1913	1992874	1994706	EG11063-MONOMER	RXN0-2621 // RXN-24978 // RXN-24977
G7611	b3097	3248969	3249337	G7611-MONOMER	
EG11719	b3696	3875438	3876094	EG11719-MONOMER	
G0-16736	b4741	1335572	1335667	MONOMER0-4418	
G7961	b1385	1447519	1449018	PHENDEHYD-MONOMER	PHENDEHYD-RXN
G0-17015	b4769	837503	837562	MONOMER0-4507	
G7062	b1974	2042368	2042898	G7062-MONOMER	
G0-10751	b4712	3648063	3648144	RNA0-379	
EG11329	b2661	2791273	2792721	SUCCSEMIALDDEHYDROG-MONOMER	SUCCSEMIALDDEHYDROG-RXN // RXN-8182
G0-17115	b4838	4543674	4543708	RNA0-432	
EG10216	b2317	2434082	2434741	EG10216-MONOMER	
EG10738	b3821	4004862	4005731	MONOMER0-341	RXN0-6952 // RXN0-6725 // RXN-19312 // RXN-19311
EG10666	b0416	435137	435556	EG10666-MONOMER	
G6448	b0858	897989	898477	G6448-MONOMER	
EG10117	b0774	807968	809257	DAPASYN-MONOMER	DAPASYN-RXN
EG11465	b3818	4002813	4003193	EG11465-MONOMER	
G7925	b4328	4558354	4559526	G7925-MONOMER	RXN0-3241
EG11931	b4048	4260599	4261306	EG11931-MONOMER	
G6711	b1390	1455164	1455910	G6711-MONOMER	RXN0-2042
G6935	b1730	1812329	1813132	G6935-MONOMER	
G6549	b1044	1105414	1105725	G6549-MONOMER	
G6593	b1149	1204170	1205537	G6593-MONOMER	
EG12437	b2260	2373648	2375003	O-SUCCINYLBENZOATE-COA-LIG-MONOMER	O-SUCCINYLBENZOATE-COA-LIG-RXN
EG12224	b3487	3629535	3630602	EG12224-MONOMER	
EG11903	b3944	4137040	4137657	EG11903-MONOMER	
EG12044	b2183	2279788	2280483	EG12044-MONOMER	RXN-11833
EG10259	b0596	628551	629297	ENTA-MONOMER	DHBDEHYD-RXN
G0-8881	b4416	852725	853064	RYBA-RNA	
G6701	b1378	1437260	1440784	G6701-MONOMER	PYFLAVOXRE-RXN
G6629	b1202	1253085	1255952	G6629-MONOMER	
G0-9281				MONOMER0-1241	ALANINE-AMINOTRANSFERASE-RXN
EG11250	b4224	4448447	4448698	EG11250-MONOMER	
EG12068	b2208	2303003	2303497	NAPF-MONOMER	
G6854	b1596	1669699	1670952	B1596-MONOMER	
G6896	b1668	1747131	1748735	G6896-MONOMER	
G0-16669	b4653	3836425	3836556		
G7693	b3257	3407375	3407617	G7693-MONOMER	
G7323	b2520	2647326	2652287	G7323-MONOMER	
G7387	b2652	2785762	2785837	RNA0-305	
G0-16696		4326105	4326181	RNA0-395	
EG10131	b4131	4356470	4358617	LYSDECARBOX-MONOMER	LYSDECARBOX-RXN
G0-9042	b4454	3700136	3700199	RDLD-RNA	
EG10697	b2908	3053515	3054840	EG10697-MONOMER	3.4.11.9-RXN
G6622	b1193	1243180	1243791	G6622-MONOMER	RXN-17392 // RXN-17391
G6761	b1450	1520262	1520927	G6761-MONOMER	
G6470	b0909	960264	961028	G6470-MONOMER	
EG12122	b2944	3089755	3090252	EG12122-MONOMER	
G6892	b1655	1734435	1735250	G6892-MONOMER	RXN0-3461 // RXN0-5407 // RXN-16664
EG11011	b0738	775849	776277	EG11011-MONOMER	
EG10783	b3725	3907593	3908366	PSTB-MONOMER	ABC-27-RXN // RXN-22326
EG12284	b3580	3747084	3748580	LYXK-MONOMER	LYXK-RXN // RXN0-704
EG12059	b2201	2297021	2297644	CCMA-MONOMER	RXN-21408
G7280	b2450	2564523	2565332	G7280-MONOMER	
G7301	b2484	2604811	2606250	MONOMER0-141	
G6769	b1462	1533282	1533851	G6769-MONOMER	
EG10239	b3066	3211107	3212852	EG10239-MONOMER	RXN0-5021
G6875	b1631	1710204	1710824	G6875-MONOMER	RXN0-7453
G6103	b0219	239419	240189	G6103-MONOMER	RXN-13072
EG11004	b1845	1926779	1928839	EG11004-MONOMER	3.4.21.83-RXN
EG30019	b2692	2818059	2818135	argZ-tRNA	
EG10152	b0765	796554	797612	MODC-MONOMER	ABC-19-RXN
G6591	b1147	1203268	1203825	G6591-MONOMER	
G7150	b2192	2289065	2290045	MONOMER0-4238	
EG11953	b4081	4301027	4303078	YJCQ-MONOMER	TRANS-RXN-351
G6630	b1213	1266924	1267316	G6630-MONOMER	
EG10056	b2841	2980764	2982182	ARAE-MONOMER	TRANS-RXN-10
EG11587	b3992	4192821	4193576	THIF-MONOMER	RXN-9789
G0-9602	b4419	1269168	1269275	MONOMER0-1601	
G7180	b2273	2387710	2388426	G7180-MONOMER	
G0-10511	b4502	2265041	2265295	MONOMER0-2726	
EG12052	b2194	2291358	2292410	EG12052-MONOMER	RXN-21422
EG11041	b1907	1989681	1990892	TYRP-MONOMER	TRANS-RXN-77
G7949	b4367	4604875	4605663	G7949-MONOMER	RXN0-7426
EG30066	b3545	3708616	3708692	proK-tRNA	
EG10532	b0642	672201	674783	LEUS-MONOMER	RXN-23951 // RXN-23949 // RXN-23950 // RXN-23952 // LEUCINE--TRNA-LIGASE-RXN // RXN-23890 // RXN-23903
EG10174	b0734	773042	774181	CYDB-MONOMER	RXN0-5266 // RXN-19778 // RXN-19777
G7730	b3378	3507348	3507701	G7730-MONOMER	
EG10031	b1241	1295446	1298121	ADHE-MONOMER	ACETALD-DEHYDROG-RXN // ALCOHOL-DEHYDROG-RXN // ALCOHOL-DEHYDROG-GENERIC-RXN // PFLDEACTIV-RXN
G7187	b2293	2411439	2412089	G7187-MONOMER	SORBITOL-6-PHOSPHATASE-RXN // MANNITOL-1-PHOSPHATASE-RXN // RXN0-5186 // 3.1.3.68-RXN // RXN-15312 // GLUCOSE-6-PHOSPHATASE-RXN // F16BDEPHOS-RXN // TREHALOSEPHOSPHA-RXN // RXN-14483 // SUGAR-PHOSPHATASE-RXN // GLYCEROL-1-PHOSPHATASE-RXN
EG20044	b3528	3682161	3683447	DCTA-MONOMER	TRANS-RXN0-517 // TRANS-RXN0-451 // TRANS-RXN-122A // TRANS-RXN-121C // TRANS-RXN0-553 // TRANS-RXN-121A // TRANS-RXN-121
EG30057	b0745	780843	780918	lysW-tRNA	
EG10872	b3983	4178447	4178875	EG10872-MONOMER	
G7681	b3233	3380191	3380589	G7681-MONOMER	
G7079	b1999	2070786	2071211	G7079-MONOMER	
G7659	b3192	3337256	3337891	G7659-MONOMER	
G6600	b1160	1211680	1212003	G6600-MONOMER	
EG11894	b2012	2084226	2084453	EG11894-MONOMER	
